,y
6860,0
992,0
16154,0
7384,0
44782,0
15634,0
26652,0
7368,0
43001,1
21123,0
20982,0
3566,0
5842,0
16672,0
44396,1
12863,0
22571,0
18989,0
36935,0
16080,0
14275,0
14134,0
44853,1
20467,0
10315,0
38952,0
23775,1
42822,0
30451,0
4322,0
35945,0
35414,1
3175,0
35349,0
17592,0
20033,0
26518,1
3115,0
26671,0
43024,1
23124,0
35244,0
3226,0
20180,0
8999,0
42406,1
14205,0
35924,0
38122,0
42578,1
25158,0
41672,0
6939,0
17456,0
36702,0
29078,0
5531,0
5400,0
11362,0
14384,1
17290,0
44577,0
35913,0
10742,0
8322,0
5271,0
34645,0
10893,0
45074,1
24716,0
32785,0
35490,0
13330,0
21715,0
9198,0
2155,0
19787,0
4012,0
44016,1
33318,0
11964,0
32032,0
30906,0
38607,0
12354,0
15327,0
41505,1
23079,0
9271,0
43878,1
32650,0
8685,0
16567,0
6466,0
26548,0
42591,0
29507,0
18305,0
27777,1
43874,1
26097,0
14908,1
44657,1
34694,0
15932,1
28626,0
1301,0
24007,0
17522,0
1230,0
27110,0
34101,1
4369,0
27041,0
39375,0
13858,0
6082,0
39729,1
35385,0
6570,0
28076,0
18562,0
12748,0
19994,1
13279,0
22826,0
29261,0
25202,0
7997,0
36552,0
32590,0
37861,0
24674,0
9601,0
4632,0
240,0
15428,0
29527,0
12199,0
39554,1
27171,0
40544,0
27330,1
32455,0
7467,0
34651,0
40115,0
35305,0
1820,0
2410,0
40126,0
8245,0
28480,0
16581,0
37349,1
30007,0
24342,0
13933,1
43107,1
6393,0
34902,0
36563,0
37745,0
2809,0
33282,0
11447,0
33702,0
40875,0
37068,0
41059,0
24762,0
228,0
42620,1
35525,0
13332,0
11705,0
9273,0
40322,0
6003,0
4898,0
5585,0
28245,0
28915,0
19899,0
33912,1
40532,0
10402,0
34351,0
34490,0
23849,0
3154,0
10366,0
11525,0
215,0
39024,0
23502,0
26966,0
9826,0
35709,0
9639,0
35505,0
24293,0
45177,1
35443,0
24442,0
1449,0
26328,0
13803,0
27828,0
41085,1
28323,0
41218,0
42016,0
29686,0
10834,0
34289,0
6056,0
31891,0
37009,0
23839,0
43965,1
35983,0
44612,1
6451,1
7953,1
28148,0
14630,0
15808,0
37219,0
11359,0
39787,1
13672,0
31121,0
14649,1
18450,0
21034,0
27404,0
3776,0
16379,0
5598,0
34774,0
27141,0
23664,0
40266,0
42248,1
36958,0
23322,0
29440,0
1907,0
15585,0
25871,0
10145,0
44054,0
42769,0
33767,1
38264,0
43675,1
21186,0
24343,0
37441,0
15390,0
26197,0
35934,0
40207,1
9267,0
38753,0
30496,0
29102,0
44619,1
34175,1
33230,0
40054,1
8804,0
41776,0
33155,0
38930,0
14563,0
17801,0
43096,0
28402,0
41958,1
22515,0
34996,1
5605,0
8883,0
22397,0
38201,0
4940,0
20013,0
3159,0
20656,0
9160,0
31989,0
463,0
615,0
6382,0
20218,0
8183,0
17724,0
16579,0
2716,0
36752,1
26236,0
15244,0
30038,0
5180,0
44672,0
22719,0
40024,0
25799,0
21050,0
23488,0
6223,0
13389,0
28145,0
7039,0
15478,0
10572,0
15515,0
39334,0
41227,1
6360,0
42022,0
6693,0
10787,0
15886,0
31914,1
33814,0
28366,0
1577,0
23136,0
15864,0
32351,0
9949,0
36577,0
20044,0
20716,0
21498,0
17556,0
32744,0
42511,1
42820,1
35701,0
5588,0
14609,0
39110,0
31686,0
1515,0
35155,0
3433,0
20868,0
4240,0
19778,0
34174,0
893,0
26442,0
5076,0
24916,0
25807,0
15191,0
2934,0
32346,0
29281,0
11972,0
44301,0
28038,0
1129,0
731,0
11112,0
30345,0
3085,0
7299,0
37372,0
31942,0
2795,0
25379,0
7603,0
798,0
22629,0
17123,0
39516,1
178,0
17563,0
13802,0
17179,0
32583,0
27793,0
32982,0
24664,0
29785,0
16937,0
12943,0
23864,0
11774,0
38514,0
4617,0
15107,0
7535,0
66,0
44532,1
37496,0
21604,0
15693,0
42811,0
5035,0
35356,0
43536,1
20230,0
17011,0
9875,0
39006,0
787,0
3333,0
30982,0
44809,1
6010,0
24178,1
8336,0
43955,0
6299,0
32280,0
1191,0
515,0
30750,0
30040,0
37260,1
27239,0
21440,0
23297,0
1001,0
14626,0
18987,0
17903,1
6193,0
14179,0
5755,0
34852,0
16257,0
24936,1
15910,0
1462,1
24315,0
18260,0
37360,0
27480,0
40927,0
7351,0
4819,0
220,0
26353,0
40146,1
12634,0
19942,0
27789,0
4604,0
37032,0
22510,0
39271,0
7038,0
5652,0
28327,0
17637,0
41693,0
44300,1
29879,0
2882,1
18066,0
22455,0
901,0
18986,0
34965,1
8490,0
30248,0
23478,0
8221,0
1627,0
6774,1
12023,0
14682,1
11442,0
40495,1
42686,0
28983,0
2580,0
42611,0
34940,0
4341,0
41677,0
35477,0
18776,0
1073,0
21644,0
17070,0
37314,0
29367,0
32642,0
3160,0
38369,0
35771,0
21297,0
34666,0
21403,0
31350,0
18329,0
19685,0
5976,1
3730,1
490,0
22098,0
33965,1
1375,0
37798,0
31674,0
17015,0
4759,0
30357,1
10306,0
6042,0
28772,0
2841,0
36964,0
36870,0
2888,0
8878,0
20928,0
23081,0
15001,0
22850,0
17755,0
42738,0
19028,0
17580,0
5604,0
32910,0
13925,0
5732,0
14749,0
5298,0
13855,0
41111,0
17701,0
25290,0
28395,0
20923,0
6871,0
21047,0
9945,0
9645,0
14896,0
29725,0
38212,0
9192,0
43415,1
21656,0
3787,0
34568,0
29825,0
4684,0
4271,1
32129,0
34822,0
20430,0
19286,0
43714,1
40640,1
3341,0
39688,0
19042,0
32246,1
38695,0
14291,0
2031,0
21478,0
17202,1
7237,0
12757,0
15331,0
30967,0
20595,0
29866,0
1079,0
18615,0
42534,1
28107,0
27297,0
38433,0
27688,0
26042,0
14322,0
28821,0
14510,0
36646,0
2937,0
3918,0
30079,0
34473,0
26315,0
28128,0
41179,0
33089,0
36840,0
40365,0
9839,0
9708,0
35097,0
30736,0
26043,0
14312,0
34597,0
19885,0
2062,0
6472,0
17405,0
6479,0
38236,0
11281,0
29847,0
16945,0
29138,0
45076,0
37054,0
8533,0
20475,0
23061,0
9097,0
19527,0
40352,0
32108,0
16977,0
36149,0
5517,0
11783,0
8228,0
15314,0
24620,0
35179,0
5508,0
26494,0
924,0
12072,0
11708,0
35908,0
22063,0
30932,0
19163,0
6561,0
40144,1
12722,0
42203,1
9629,0
5800,0
28573,0
22375,0
38666,0
9784,0
27848,0
26041,0
18570,0
19632,0
17862,0
38887,0
39532,0
29809,1
27859,0
13012,0
39944,0
39730,0
31113,0
15971,0
42249,1
25801,0
38324,0
33205,1
26363,0
18695,0
24865,0
16560,0
3957,0
5608,0
44364,0
24862,0
34509,0
1184,0
26156,0
39881,1
33688,1
19883,0
8348,0
7799,0
43636,0
6091,0
2080,0
42068,1
7935,0
10848,0
12179,0
9318,0
24610,0
11929,0
9929,0
7213,0
21066,0
6535,0
5211,0
35430,0
10075,0
8450,0
39180,0
34262,0
28942,0
692,0
30241,0
41667,0
39149,0
42425,0
7372,0
34085,1
7839,0
36499,0
41969,1
24511,0
28649,0
5039,0
37183,0
13844,0
20905,0
30995,0
7356,0
16127,0
8752,0
40055,1
27167,0
1436,0
507,0
38186,0
5932,1
8949,0
12244,0
17308,0
28428,0
32279,0
4387,0
40671,0
10312,0
8923,0
8695,0
17032,0
25504,0
1539,0
9123,1
33995,0
15288,0
5869,0
35344,0
22501,0
13032,0
11571,0
22005,0
390,1
17853,0
29017,0
17581,0
31744,0
42184,1
32037,1
36374,0
11352,0
25097,0
6721,0
15544,0
42602,1
27257,0
14697,0
946,0
14331,0
14418,0
40049,1
35948,0
35331,0
32173,0
18162,0
13010,0
33056,0
20832,0
25389,0
36402,0
27421,0
7010,0
43699,1
17309,0
4634,1
31102,1
17135,0
19958,0
27068,0
30149,0
10764,0
13949,0
24957,0
14346,0
38383,0
9292,0
28947,0
15994,0
32712,0
36421,0
20602,0
45168,1
25884,0
21204,0
33383,0
21930,0
34436,0
41996,0
31387,0
42459,1
1893,0
7835,0
32667,0
22899,0
20751,0
33046,0
375,0
18355,0
30787,1
1466,0
12617,0
13546,0
5698,0
17632,0
43142,0
4838,0
41274,0
33725,0
29114,0
19046,0
15887,0
10907,0
28637,0
43852,1
4876,0
39362,0
19188,0
20695,0
13334,0
42381,0
33082,0
25641,0
23168,0
17246,0
2035,0
20428,0
10452,0
18547,0
17888,0
45121,1
6830,0
7132,0
20474,0
16631,0
13994,0
35928,0
18033,0
7373,0
5596,0
27348,1
42112,0
41142,0
34860,0
4104,0
7495,0
41602,0
29393,0
38752,1
24720,0
15474,0
24004,0
26697,0
20355,0
41257,0
44985,0
44576,0
39538,0
2575,0
30441,0
14393,0
4043,0
12855,0
4079,0
7756,0
32483,0
25232,0
30807,0
15965,0
19167,0
37387,0
21321,0
14256,0
34769,0
20250,0
9728,0
16714,0
22791,0
935,0
4055,0
43413,0
38013,0
20960,0
13670,0
34052,0
864,0
37726,0
2253,0
22403,0
23396,0
16760,0
36650,0
33393,1
37435,0
43291,1
30021,0
25272,0
15891,0
38703,0
20018,0
14026,0
18753,0
7150,0
13000,0
20178,0
41822,0
5583,0
10902,0
5062,0
9617,0
8046,0
17051,0
8388,0
14633,0
41040,0
28851,0
27580,0
2776,0
43742,1
45156,1
7191,1
13735,0
5575,1
6137,0
29861,0
20816,0
10555,1
5249,0
21158,0
3982,1
24225,0
30580,0
11087,0
19058,0
27556,0
16668,0
2172,0
32099,1
31915,0
41471,0
43605,1
7454,0
5199,0
26286,0
17798,0
13213,0
16000,0
29008,0
21062,0
7208,0
21272,0
22198,0
3810,0
25113,0
21072,0
5545,0
29023,0
41694,0
29994,0
20952,0
40244,1
32479,0
17658,0
29108,0
34168,0
40192,0
33081,0
8637,0
4874,0
36651,0
13911,0
2077,0
15033,0
14213,0
29343,1
24384,0
3010,0
18618,0
15220,1
19231,1
2537,0
16400,0
39420,0
7500,0
20431,0
39337,0
10772,0
32551,0
30329,0
21895,0
23252,0
21690,0
28651,0
37438,0
320,0
7137,0
17760,0
45048,0
11986,0
35438,0
24897,0
26643,0
33670,0
37786,0
41458,0
31847,0
3179,0
244,0
14762,0
23868,0
16532,0
38767,0
32544,0
24551,0
35147,0
1161,0
44991,1
22346,0
287,0
26222,0
35246,0
10070,1
10682,0
12452,0
1170,0
4676,0
10376,0
39576,0
31324,0
30513,0
26569,0
33061,0
40761,1
23179,0
25507,0
28180,0
41052,1
3122,0
17700,0
36190,0
22779,0
31317,1
13865,0
42635,1
31746,1
931,0
30078,0
691,0
35365,0
6366,0
18298,0
20955,0
44594,0
16433,0
20328,0
39892,0
4320,0
35749,0
3970,0
25779,0
4928,0
4935,0
14620,0
13975,0
43597,1
23878,0
22705,0
3093,0
21102,0
12750,0
24354,0
40018,1
15794,1
3983,0
20679,1
23338,0
34188,0
38908,0
1094,0
22940,0
28326,0
15977,0
28763,0
31934,1
26476,0
43018,0
2843,0
37599,0
38740,0
25111,0
18216,1
20860,0
40604,0
16,0
28218,0
16529,0
18448,1
23541,0
21059,0
12207,0
31438,0
32022,0
14411,0
32782,0
4687,0
4924,0
39569,0
5879,0
30611,0
32459,0
16464,0
35129,1
22844,1
25022,0
4587,0
13679,0
44808,1
40493,0
8380,0
24832,0
25375,0
43222,0
38981,0
25569,0
39185,0
5697,0
2942,0
40826,0
31238,1
40775,0
21169,0
42877,1
38362,0
10340,0
26687,0
8309,0
11620,0
25949,0
33832,1
41428,1
6784,0
41252,0
42912,0
43035,1
19950,0
40885,0
1609,0
19485,0
29182,0
35199,0
23814,0
31996,1
34801,0
35755,0
12319,0
35715,0
43250,1
19635,0
16513,0
13004,0
1814,0
25432,0
31992,0
14590,0
25190,0
2123,0
13708,0
31737,0
42613,1
44852,1
14195,0
18586,0
20440,0
17605,0
27954,0
32263,0
33592,0
21443,0
40145,0
40047,1
30112,0
4907,0
3723,0
12736,0
36746,0
42455,0
2671,0
9419,0
4553,0
6011,0
28446,0
19606,0
38521,0
18442,0
27558,0
3165,0
39547,1
32780,0
1657,0
44296,1
19099,1
37050,0
23113,0
16811,1
27372,0
16249,0
38100,0
31617,0
27893,0
9675,0
19234,0
43848,0
33785,1
36982,0
35202,0
36359,0
9774,1
3559,0
40514,1
3855,0
4888,0
28823,0
43253,1
5315,0
25899,0
37308,0
13703,0
30623,0
4828,0
33591,0
3908,0
29150,0
39807,0
34740,1
10639,0
9345,0
37679,0
35186,0
37968,0
22921,0
18284,0
10285,1
9892,0
42037,0
18328,0
26530,0
42786,0
43093,0
17392,0
15090,0
24058,1
44217,0
7568,0
29243,0
14723,0
44353,0
5370,0
39712,0
9605,0
22686,0
29441,0
30159,0
2618,0
4486,0
11797,0
17374,0
24382,0
22565,0
7386,0
41305,0
13272,1
28693,0
9277,0
33799,0
9462,0
2462,0
9970,0
6511,0
44041,1
589,0
13139,0
8850,0
37408,0
20147,0
39629,1
18417,0
36901,0
9426,0
5456,0
40757,1
34233,0
6839,0
29448,1
20293,0
18821,0
41799,0
43864,1
21036,0
1587,0
39470,0
40947,1
18108,0
22495,0
31433,1
29293,1
3962,0
30156,0
29647,0
6080,0
30679,1
10958,0
44083,0
4007,0
37723,0
42709,0
18400,0
5900,0
2866,0
14015,0
42174,1
30225,0
30282,0
16973,0
11462,0
20321,0
34044,0
20927,0
33094,0
34500,0
34836,0
20676,0
4669,0
4299,0
3784,0
33792,0
7349,0
10379,0
9880,0
2773,0
13029,0
12951,0
25121,0
1987,0
40063,1
29562,0
35456,0
16265,0
25480,0
9177,0
31524,0
44647,0
25917,0
19314,0
249,0
27806,0
38668,1
28144,0
34828,0
6591,0
13784,0
11991,0
627,0
40919,0
29539,0
28836,0
23945,0
42439,1
4766,0
26193,1
6513,0
2230,0
20571,0
12429,0
39779,1
41586,0
18787,0
32742,0
6307,0
14002,0
15645,0
32315,0
12394,0
17575,0
10705,0
44907,0
21704,0
4248,0
8004,0
31970,0
32719,0
9499,1
11243,0
31365,0
27559,1
1273,1
5700,0
31537,0
10990,0
23012,0
3359,0
16572,0
42187,1
39297,0
4568,0
13258,0
10850,0
32567,1
42091,1
1961,0
4994,0
4892,0
14334,0
30407,0
24439,0
25970,0
30987,0
44636,0
6228,0
27339,0
38150,0
34035,1
35960,0
29664,0
3360,0
307,0
29980,0
43595,0
32339,0
12582,0
43971,0
9767,0
1051,0
14523,0
11412,0
9223,0
10236,0
37547,0
34658,0
25678,0
23681,0
27812,0
42275,1
41946,1
13686,1
20711,0
25848,0
38615,0
4919,0
25090,0
191,0
25084,0
24500,0
13236,0
37269,0
9785,0
28070,0
3925,0
9942,0
22813,1
28826,0
16066,0
36087,1
30842,0
25936,0
29979,0
15553,0
18079,0
27543,0
13307,0
40951,0
19697,0
17893,0
34590,0
36655,0
25880,0
3792,0
43810,0
35570,0
9261,0
41307,1
34501,0
35480,0
31043,1
1848,0
12854,0
39406,1
36219,0
31939,1
29912,0
16531,0
6773,1
27575,0
39776,0
13882,0
30692,1
43808,1
41784,0
33901,0
30973,0
34540,0
39535,1
28700,0
870,0
9106,0
33505,1
10999,0
27665,0
17275,0
18113,0
5594,0
26112,0
24502,0
10940,0
41099,0
11739,1
33098,0
26391,0
44011,1
11951,0
40230,0
20593,0
5852,0
38913,0
38231,0
3130,0
16284,0
33694,0
3969,0
43132,1
336,0
27356,0
18936,0
8114,0
32385,0
2986,0
10880,0
15921,0
11671,0
20867,0
19947,0
11003,0
37604,0
29453,0
41867,0
19805,0
12102,0
9020,0
29888,0
7245,0
14083,0
20871,0
43923,1
11876,0
43503,1
25821,0
8265,0
18683,0
6857,0
8599,0
41612,0
6903,0
29948,0
23979,0
9951,0
16441,0
1445,0
40685,1
14825,0
1695,0
17963,0
22534,0
20794,0
1630,0
33053,0
1881,0
14527,0
13904,0
37858,0
5511,0
44446,0
2032,0
27516,0
34716,0
35319,0
32970,0
5560,0
11153,0
23584,0
20532,0
42367,1
44010,1
6589,0
17623,0
36699,0
446,1
14540,0
14035,0
39908,1
28394,0
31395,1
20524,0
35224,0
35887,0
40476,0
21163,0
38878,0
9488,0
21908,0
42823,0
28034,0
33471,0
5210,0
41472,1
10347,0
30150,0
37704,0
43716,1
25582,0
41460,0
19525,0
38246,0
14143,0
19572,0
23922,0
22778,0
19588,0
1447,0
34073,1
10694,0
23756,0
10337,0
44712,0
34795,0
23942,0
15834,0
15739,0
12160,0
18268,0
18819,0
12455,0
38863,0
38241,0
11351,1
4132,0
16356,1
17425,0
15412,0
36918,0
17038,0
33645,0
25495,0
24701,0
34726,0
10297,0
37115,0
25175,0
14123,0
43359,0
36754,0
42085,1
31663,0
2775,0
32117,1
4146,0
26915,0
43594,1
35195,0
17483,0
22460,0
34330,0
22428,0
43802,1
44814,1
6955,0
35919,0
13235,0
5752,0
14719,0
31101,1
3806,0
9078,0
27246,0
45145,0
15164,0
39558,0
16853,0
28866,0
29784,0
3328,0
22628,0
40166,1
1262,0
25546,0
23611,0
17364,0
18955,0
22259,0
13120,0
25533,0
39366,0
44943,0
21124,0
32480,0
5023,0
23527,0
23574,0
14999,0
11415,0
22450,0
44176,1
41568,0
19178,1
25536,0
25396,0
19409,0
36892,0
5215,0
3256,0
40107,0
2690,0
4628,0
42038,1
34103,0
42181,0
37946,0
7228,0
8568,0
12194,0
17524,0
4530,0
21138,0
23484,0
9943,0
40804,0
18067,0
39120,0
6984,0
42011,0
10068,0
917,0
18894,1
29893,0
13291,0
19293,0
44257,1
570,0
36198,0
36500,0
25531,0
7033,0
39621,0
19615,0
41397,1
28570,0
14030,0
25629,0
14236,0
24245,0
2217,0
5234,0
30469,1
41267,0
30273,0
35611,0
22171,1
4998,0
3263,0
6840,0
5743,0
33434,0
22433,0
11096,0
18647,0
38179,0
39866,1
42492,0
36305,0
10924,0
42133,1
4479,0
5662,0
9790,0
32851,0
10778,0
30873,0
27788,0
32612,0
21193,0
24009,0
17647,0
36623,0
30942,0
17380,1
33703,1
32949,0
40722,0
6646,0
29195,0
14338,0
14286,0
25541,0
4595,0
10700,0
35634,0
19217,0
28318,0
45026,0
37244,0
27097,0
14912,0
39407,1
9308,0
33740,0
9869,0
27939,0
44906,0
35519,0
38453,0
21377,0
2378,0
15627,0
32017,0
28917,0
36956,0
12393,0
12744,0
24492,0
32526,0
16108,0
365,0
2103,0
20148,0
33473,0
35975,0
19264,0
5712,0
16039,0
25199,0
20889,0
15232,0
1093,0
39502,0
45038,1
25360,0
29079,0
15904,0
16549,0
203,0
22880,0
20329,0
45057,1
37717,0
10008,0
24047,0
34014,0
7959,0
27542,0
44168,1
37035,0
22506,0
31725,0
13443,0
22601,0
27885,1
12228,0
37118,0
10746,0
28469,0
16772,0
31471,0
7487,0
4887,0
33641,0
6541,0
18950,0
27232,0
21845,0
36062,0
6861,0
10975,0
1629,0
10627,0
33738,0
40188,0
38728,1
17004,0
32837,0
39194,0
36300,0
19280,0
44320,1
22269,0
489,0
15940,0
42951,1
17379,0
44832,0
45091,0
11707,0
35756,0
34709,0
35726,0
35947,0
21067,0
35402,0
20001,0
24271,1
20181,0
11765,0
11579,0
35638,0
32188,0
3440,0
34676,0
16638,0
21645,0
45154,0
13009,0
17894,0
23690,0
670,0
44573,0
42235,1
33681,0
3307,0
8028,0
27785,0
2891,0
22396,0
24139,1
42278,1
27213,0
14398,1
22344,0
8399,0
14166,0
26962,1
26361,0
33418,0
22474,0
2382,0
24581,0
6478,0
36961,0
37564,0
11314,0
11066,0
30851,0
25323,0
10533,0
38775,0
27390,0
2763,0
2581,0
43262,1
12001,0
23199,0
34888,0
37421,0
3765,0
4235,0
4996,0
29116,0
37841,0
4435,0
11678,0
717,0
29910,0
36600,0
6775,0
43405,1
10740,0
27064,0
14675,0
33288,1
39595,0
36677,0
9361,0
30091,1
10657,0
30714,0
36484,0
40158,0
32146,1
39098,1
12818,0
36429,0
192,0
25412,0
33600,0
30025,0
44351,0
15814,0
6162,1
19076,0
37174,0
11166,0
27980,0
4929,0
28932,0
5554,0
10801,0
42542,1
238,0
12209,0
44395,1
41133,0
37020,1
5620,0
30065,0
25537,0
41719,0
8642,0
37881,0
14669,0
35026,1
36336,0
19394,0
19749,0
15538,0
8330,0
38412,0
37291,0
3454,1
31886,1
41924,1
35078,1
26845,0
29361,0
24706,0
41656,0
21118,0
23515,0
7083,0
31151,0
30970,0
4734,0
13048,0
44066,0
13921,0
14959,0
20934,0
44185,1
5522,0
32131,0
23213,0
35484,0
28262,0
1700,0
27902,0
27534,0
6970,0
16327,0
24543,0
39003,0
41629,0
32870,0
26900,0
27269,1
44311,1
43040,1
18983,0
17418,0
136,0
39756,0
23422,0
30832,0
11089,0
19243,1
15725,0
1200,1
38905,0
26163,0
42387,0
30460,0
6298,0
3928,0
14391,0
26505,0
32844,0
3607,0
21230,0
26951,0
35114,0
11709,0
2187,0
32979,0
12358,0
17191,0
15959,0
35452,0
42884,0
18457,0
35545,0
34816,0
25516,0
5105,0
13655,0
31797,0
1637,0
30465,0
11175,0
43567,0
35858,0
25414,0
7298,0
3279,0
31723,0
8005,0
26727,0
29509,0
41554,1
42731,0
31973,0
23313,0
13519,0
7354,0
10753,0
40613,1
16451,0
24433,0
7699,0
44434,0
5670,0
38522,1
28289,0
18430,0
5309,0
4459,0
20030,0
42999,1
19647,0
12857,0
18262,0
21133,0
27188,0
26309,0
19301,0
20416,0
38272,0
16683,0
8026,0
24186,0
29077,0
44376,1
23262,0
16878,0
25085,0
33474,0
30487,0
16991,0
10105,0
1014,0
45056,1
869,0
34777,0
10628,0
14928,1
7612,0
5285,0
4371,0
26165,0
1361,0
26265,0
34413,0
12627,0
1551,0
20815,0
45192,1
27602,1
8254,0
10444,0
41824,0
5041,0
44419,1
21875,0
22531,0
38478,0
37903,0
30147,0
1134,0
24960,0
10280,0
28343,0
10453,0
4018,0
10411,0
25656,0
35208,0
4139,0
859,0
29959,0
2963,0
24489,0
2426,0
3677,1
29331,1
29054,0
7676,0
19879,0
12980,0
18490,1
16758,0
37721,0
5287,0
8369,0
30997,0
24367,0
12907,0
2093,0
15600,0
11338,0
11685,0
40601,0
1920,0
82,0
17205,0
13321,0
37180,0
18850,0
27507,0
1813,0
34055,1
2995,0
37541,0
15442,0
14300,0
2642,0
9282,0
40403,1
29100,1
18694,1
36979,0
29247,0
12362,0
3850,0
45046,1
34526,0
16199,1
19238,0
30125,0
16198,0
27006,0
36338,0
29283,0
2600,0
16351,0
22558,0
30965,0
1518,0
29356,0
28906,0
32198,0
41439,1
4118,0
22706,0
10827,0
5757,0
38417,1
14118,1
43655,1
22638,0
39946,0
28246,0
22199,0
14260,0
1988,0
25933,0
30036,0
40521,1
16906,0
10563,0
32985,0
38572,0
26007,0
29256,0
15170,0
23595,0
22944,0
37639,0
43914,0
24719,0
22755,0
9743,0
15955,0
3766,0
39216,0
25043,0
7848,0
41566,1
12255,0
26065,0
21210,0
16407,0
30029,0
19493,0
31818,0
887,0
39045,0
23635,0
6991,0
38827,0
10810,0
19557,0
1424,0
16528,0
32042,0
26516,0
19586,0
21520,0
112,0
40944,0
7293,0
16204,0
37343,0
11444,0
21079,0
11256,0
24351,0
42754,1
20457,0
20797,0
17271,0
19482,0
26129,0
27814,0
16840,0
3732,0
1481,0
32314,0
4988,0
35547,0
13798,0
40909,0
1855,0
33783,1
389,0
39210,0
18629,0
10580,0
38071,0
40896,0
17381,0
4999,0
20311,0
19361,0
27978,0
23269,0
14215,0
37580,1
4770,0
26416,0
4174,0
18924,0
44238,0
34691,0
24634,0
4948,1
6035,0
7621,0
33935,0
19560,0
9691,1
39890,0
43890,1
37071,0
35014,0
26748,0
174,0
18292,0
25691,0
36192,0
1538,0
35076,0
1363,0
37141,0
21650,0
18509,0
18913,0
680,0
13053,0
42678,1
36448,0
33292,0
32950,0
13693,0
406,0
25598,0
19461,0
23764,0
1914,0
7265,0
20243,0
20588,0
29799,0
29582,0
10730,0
33888,0
12069,0
2610,0
38094,0
42172,1
31861,0
11110,0
11158,0
32936,0
13425,0
22976,0
22069,0
28499,0
2832,0
27144,0
41601,0
3552,0
42219,1
43517,1
12543,0
31502,0
30897,0
37322,0
3274,0
10016,0
15092,1
18380,0
44093,1
24901,0
28900,0
5143,0
27143,0
20200,0
30597,0
43723,0
36234,0
20980,0
23751,0
16594,0
30122,0
25727,0
23078,0
13159,0
35533,1
41743,1
22422,0
26580,1
19629,0
44984,1
20471,0
19498,0
12253,0
10181,0
22327,0
44057,1
38594,0
38418,1
11582,0
19545,0
22931,0
34164,1
38229,1
14905,1
25291,0
3833,0
32268,0
37560,0
37060,0
37742,0
44777,0
23169,0
7417,0
36036,0
6616,0
27072,0
16678,0
19464,0
12267,0
10777,0
19996,0
15527,0
30924,0
14274,0
25982,0
15046,0
35252,0
16659,0
31571,0
20959,0
28168,0
13873,0
17003,0
28799,0
27810,0
39480,0
20705,0
35964,0
8277,0
9067,0
2179,0
4558,0
7814,0
39081,0
23870,0
14538,0
33483,0
1132,0
10523,0
22639,1
2872,0
12999,0
19169,1
26552,0
34556,0
21910,0
25808,0
34697,0
42095,0
9258,0
12604,0
29977,0
32614,0
30115,0
24745,0
15421,0
1105,0
17081,0
10197,0
4958,0
41091,0
19154,0
20318,0
20063,0
3697,0
40562,0
33412,0
35235,0
41587,0
43080,1
20213,0
27244,0
20132,0
2176,0
25258,0
19707,0
40711,0
23831,0
2787,0
12299,0
1196,0
18065,0
20336,0
40402,1
37228,0
15518,0
44821,1
42753,0
5724,0
9137,0
43433,1
18758,0
4969,0
18606,0
24548,0
19715,0
36793,0
15519,0
3584,0
44969,0
18025,0
22614,0
18857,0
12426,0
27707,0
41061,0
22366,0
28263,0
36451,0
31328,1
21548,1
23374,0
10213,0
36207,0
10719,0
8201,0
18798,0
19601,0
43534,0
5368,0
2896,0
24836,0
14126,0
29306,0
34080,1
28017,0
3643,0
41978,0
33666,0
43320,0
30889,0
31046,1
38886,0
44661,0
41332,1
21648,0
5453,0
23559,0
10687,0
15453,0
7868,0
30543,0
31295,1
45133,1
12869,0
28344,0
13983,1
26972,0
6476,0
28415,0
24288,0
27824,0
8813,0
27898,0
492,0
11693,0
1116,0
38421,0
37869,0
30738,0
1757,0
41967,1
31449,0
39137,0
22986,0
44157,1
27092,0
45193,1
21631,0
36428,0
19172,0
27061,0
11187,1
34480,0
35079,0
5941,0
44063,1
11035,0
36097,0
14828,0
24750,0
42025,0
9917,0
24005,0
32999,0
23105,0
32446,0
33856,0
8684,0
7008,0
13382,0
41436,1
22807,0
32098,0
42217,1
31242,1
32809,0
11706,0
7661,0
38474,0
44323,1
12723,0
9173,0
26439,0
11910,0
33414,1
24984,0
21613,0
41491,0
39398,0
38027,0
33886,1
31147,1
21735,0
27249,0
2204,0
41464,0
28588,0
24786,0
11310,0
13771,0
28167,0
27622,0
23317,0
4427,1
20941,0
20968,1
33503,0
6157,0
20098,0
4026,0
41008,0
29352,0
17913,0
30447,0
20452,0
28054,0
15497,0
30132,0
5820,0
32261,0
3867,0
2745,0
11869,0
10706,0
11952,0
19616,0
36998,0
20312,0
26869,0
15197,0
19648,0
1401,0
31144,1
12830,0
24103,1
36037,0
43629,1
34942,0
41362,0
24488,0
17063,0
31897,0
37277,0
39795,0
41877,0
36625,0
18204,0
20137,0
28188,0
2100,0
34457,0
10295,0
4214,0
26688,0
7482,0
14566,0
41712,0
8549,0
16928,0
19609,0
23569,0
30515,0
44704,0
18140,0
20365,0
18161,1
10862,0
27763,1
34789,0
30170,0
20813,0
45039,1
15892,0
15237,0
26670,0
24988,0
27380,0
2257,0
13327,0
20461,0
38358,0
9085,0
5357,0
38877,0
40719,1
22168,0
1519,0
1378,0
22062,0
25615,0
18976,0
15210,0
22011,0
17513,0
1316,0
5844,0
39906,0
16216,0
12822,0
